Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH33,OUT013,827.5942292
DRZ24,OUT013,1768.754777
NCQ38,OUT046,1512.968866
FDO16,OUT027,2039.644266
FDU07,OUT027,3445.082995
NCB07,OUT013,2722.805335
FDU48,OUT045,1830.480835
NCM43,OUT045,2220.9212
FDR31,OUT010,1234.809453
DRK49,OUT018,564.5443329
NCI30,OUT010,1441.235338
DRD60,OUT017,2688.423011
NCG19,OUT046,2610.939637
FDH12,OUT035,1644.136791
FDM32,OUT035,1581.174282
FDM27,OUT035,2191.280762
NCU53,OUT027,3690.2081
NCQ18,OUT046,1386.670968
FDS10,OUT013,2707.823911
FDB33,OUT027,3664.244038
FDI12,OUT013,1382.456887
NCW42,OUT013,3145.399202
NCC06,OUT018,1713.53926
FDW02,OUT017,2075.513011
NCD43,OUT017,1691.637324
FDM57,OUT018,1221.959542
FDA58,OUT017,3302.663906
FDK56,OUT046,2101.88683
FDP52,OUT045,3376.314176
FDW20,OUT018,1633.495607
FDS52,OUT049,1505.023976
NCT29,OUT018,1633.075609
NCL54,OUT013,2403.938826
FDC05,OUT045,2449.224635
FDF34,OUT035,2967.402249
FDP03,OUT027,2893.690475
FDD32,OUT010,892.8182344
FDZ10,OUT045,1928.598529
FDZ40,OUT035,888.439358
FDD51,OUT018,700.0333862
NCY30,OUT019,726.0497923
FDP58,OUT017,2953.003942
FDV49,OUT017,4187.940872
FDY24,OUT019,61.2212667
NCO55,OUT017,1691.269554
FDR13,OUT017,1901.16364
FDS51,OUT017,1048.972947
FDP26,OUT045,1438.847298
NCB54,OUT027,2965.56736
FDF32,OUT017,2939.181661
FDN31,OUT018,2282.472307
DRM48,OUT017,590.1599061
FDN20,OUT049,2460.933897
DRL01,OUT046,3005.087629
FDV56,OUT049,1672.640154
DRH13,OUT027,2590.05898
FDA03,OUT017,2206.246995
FDF47,OUT027,4477.24149
FDX32,OUT046,1784.791715
FDX57,OUT049,1502.0101
NCA30,OUT045,2358.771624
FDO49,OUT013,835.5138854
FDL04,OUT019,331.2074486
DRM48,OUT035,611.743551
FDR16,OUT013,2904.94723
NCC19,OUT018,2330.869112
NCE42,OUT045,3646.609723
FDY24,OUT017,899.2829649
FDH19,OUT049,2382.493238
FDJ46,OUT013,2440.545013
FDN45,OUT010,758.4444607
FDY08,OUT035,2109.341006
FDZ37,OUT035,1520.534486
NCT30,OUT045,733.6387372
DRY23,OUT018,623.5307598
NCZ30,OUT018,1624.231948
FDC44,OUT018,1598.323054
FDB45,OUT035,1803.97266
FDY04,OUT013,2342.482866
FDM27,OUT046,1971.121013
FDZ43,OUT017,3635.081136
FDT39,OUT019,790.2609982
NCC06,OUT019,587.5477045
FDL15,OUT027,3392.502749
FDL57,OUT017,3857.397263
FDU08,OUT046,1455.048422
FDK40,OUT017,4339.418021
FDQ12,OUT010,1505.553026
FDS48,OUT017,2299.475454
FDP09,OUT045,3030.71457
FDW21,OUT049,1613.692286
FDY25,OUT035,2686.98621
DRE13,OUT017,1392.643298
FDV43,OUT019,42.86698318
FDD22,OUT045,1553.013634
FDM46,OUT019,131.5753426
NCO30,OUT010,1437.526375
FDM25,OUT046,2016.257258
NCN41,OUT049,1751.680071
FDU24,OUT045,1395.208072
FDZ50,OUT046,2079.018987
FDP45,OUT013,3572.20245
NCM54,OUT045,1800.733371
FDW10,OUT019,545.5306506
FDP20,OUT017,2102.355985
FDK32,OUT046,1909.783327
FDN52,OUT049,1382.517857
FDM58,OUT045,1679.485213
FDZ46,OUT027,2646.815531
NCA18,OUT018,1580.638298
FDD35,OUT046,1662.625007
NCK31,OUT035,917.3910932
FDI40,OUT027,2422.934073
FDT50,OUT019,412.4095019
NCT06,OUT046,2048.850719
FDT31,OUT035,3162.547625
FDT45,OUT049,978.313937
FDT13,OUT045,2534.114448
FDO50,OUT045,1377.886801
NCU18,OUT010,1140.599409
NCR54,OUT049,2421.075815
NCO18,OUT018,2170.758414
FDU09,OUT045,920.6004605
FDT13,OUT018,2245.806116
FDE09,OUT046,1598.351013
NCK53,OUT019,526.9407691
FDG45,OUT049,2973.59002
DRH15,OUT035,757.9122157
FDO21,OUT019,1044.473633
FDD14,OUT027,3963.603645
FDC09,OUT046,1517.344811
FDH45,OUT027,1430.729731
FDV32,OUT046,1119.349881
FDG12,OUT035,1948.92809
FDS32,OUT013,2147.522465
NCL55,OUT018,3007.599314
DRE01,OUT035,3332.364453
DRE15,OUT049,1235.217712
NCL42,OUT045,3491.966625
FDP31,OUT013,921.4513283
FDN33,OUT018,1324.691595
FDZ59,OUT046,2035.347916
FDE45,OUT010,1333.766892
FDJ07,OUT013,1785.79003
FDQ45,OUT018,2176.644312
FDM33,OUT027,4476.268535
FDO15,OUT010,845.1237742
FDM46,OUT013,1485.539953
FDR03,OUT045,2724.2938
FDY49,OUT018,1958.565892
FDQ60,OUT045,1696.594443
FDW10,OUT049,2796.25417
FDO51,OUT049,884.7345255
FDJ40,OUT018,1429.351925
FDS20,OUT018,2243.801422
FDU45,OUT013,1768.671815
FDV02,OUT035,2480.529982
FDN09,OUT046,2857.011206
NCM55,OUT027,3838.697622
FDN23,OUT018,1880.546992
FDY31,OUT010,1120.64565
FDW03,OUT010,1094.647574
FDD14,OUT046,2056.952655
FDV23,OUT017,1889.807764
DRI03,OUT045,2412.496285
FDN13,OUT035,1458.754754
FDF45,OUT027,1712.989128
FDU46,OUT035,1497.457545
FDB57,OUT049,3251.487998
FDV12,OUT049,1600.650762
FDQ58,OUT013,2215.555165
NCA18,OUT017,1811.63069
FDH52,OUT049,1065.478512
FDM24,OUT018,1933.932626
NCP43,OUT027,3816.607374
NCO18,OUT019,721.3664257
FDM32,OUT017,1563.378539
NCL07,OUT017,648.9119794
FDK03,OUT013,3386.188133
FDP59,OUT017,1596.167756
FDQ24,OUT049,3406.955875
FDQ16,OUT018,1429.587229
FDU44,OUT013,2251.369227
FDH28,OUT010,211.555854
FDV28,OUT019,348.5221446
FDM22,OUT045,893.9440449
FDR56,OUT046,2183.9485
FDV39,OUT049,2507.590466
FDU37,OUT019,392.8503258
FDQ11,OUT010,2095.808521
FDX02,OUT045,2886.035843
NCS42,OUT018,1306.431062
FDY57,OUT027,2377.140601
FDB21,OUT049,3459.250645
FDE28,OUT017,3288.287798
FDQ55,OUT017,1844.635182
FDA48,OUT049,2650.03513
FDZ19,OUT045,2257.019534
NCC43,OUT045,3183.19908
NCV18,OUT046,1266.632781
NCA42,OUT018,2018.228572
FDY45,OUT046,3275.18177
NCC30,OUT045,2440.486773
FDM57,OUT013,1406.842596
FDL09,OUT010,613.3572822
FDB09,OUT027,3013.606652
FDT44,OUT035,1791.737421
NCT06,OUT027,3635.484863
FDX26,OUT049,2281.186918
FDK32,OUT013,2222.991637
DRA12,OUT046,1797.121041
FDO46,OUT010,1483.071899
FDE52,OUT013,1350.009618
NCH42,OUT045,3055.590797
FDV08,OUT035,692.7000753
FDB47,OUT018,2515.326548
FDC28,OUT010,965.9010602
FDD22,OUT046,1583.222654
FDS07,OUT027,2833.009886
DRI13,OUT045,2863.609036
FDG32,OUT018,2869.255662
FDU14,OUT017,3994.144591
FDD28,OUT019,218.4581431
NCP41,OUT017,1798.196383
FDS08,OUT049,2404.664596
FDX47,OUT045,2252.338059
FDC53,OUT019,395.4899084
FDQ19,OUT035,3870.757892
FDL14,OUT045,2189.367119
FDM33,OUT019,496.251397
FDA51,OUT045,1611.881314
FDZ27,OUT018,654.2327839
FDT04,OUT046,696.1321171
DRC13,OUT049,1735.242393
FDR16,OUT027,4316.203708
FDQ03,OUT027,4817.680965
FDE38,OUT035,2556.91321
DRH23,OUT027,1686.047587
FDT11,OUT019,860.5596394
FDD09,OUT035,2725.715938
FDR40,OUT045,1243.254735
FDX07,OUT017,2943.855228
FDR07,OUT035,1495.772113
FDA51,OUT017,1786.668667
FDT59,OUT019,948.1543489
FDF20,OUT017,2937.937526
FDR13,OUT045,1713.532471
FDY26,OUT049,2894.477785
FDW04,OUT017,2010.015769
FDK52,OUT017,3404.779785
FDN60,OUT049,1941.560742
FDM09,OUT019,587.0008087
FDP46,OUT049,1375.515341
FDB50,OUT019,186.7065547
NCQ29,OUT049,3290.630833
FDP16,OUT027,5183.903408
FDX33,OUT018,2034.036624
FDP07,OUT010,1602.530818
FDN22,OUT046,2851.538157
FDF39,OUT049,3568.316177
FDS21,OUT017,960.0245394
NCM42,OUT013,1628.608682
FDK50,OUT019,724.9423658
DRF13,OUT027,3287.055066
FDH35,OUT018,2041.946472
FDP60,OUT018,1381.67913
DRJ49,OUT027,3007.539624
NCT42,OUT019,652.1679217
FDE38,OUT049,2261.043105
FDI04,OUT049,2364.050333
NCH54,OUT045,2038.883064
FDT56,OUT049,1089.633085
DRD15,OUT018,2794.129721
FDV58,OUT013,3165.514536
FDP21,OUT049,2493.003717
FDH05,OUT013,3048.78412
FDR10,OUT027,3579.281049
NCP06,OUT045,2160.441375
FDF33,OUT049,1579.389501
DRK37,OUT013,2849.535996
DRH49,OUT045,1224.7847
FDT58,OUT013,2310.499224
FDD41,OUT018,1409.93017
FDP40,OUT018,1514.183338
FDM51,OUT027,2496.292523
FDO45,OUT010,1067.626215
FDW33,OUT010,719.9482861
FDY24,OUT045,874.4477038
FDB10,OUT010,1233.26783
FDM40,OUT035,1992.030681
NCI06,OUT017,2624.377455
FDW12,OUT019,799.5989497
FDX48,OUT027,3329.431065
NCW05,OUT027,2605.845651
FDX27,OUT017,1375.40807
DRM37,OUT045,2417.495144
FDA38,OUT045,3451.575737
FDR36,OUT046,872.3749538
FDZ45,OUT046,2254.965704
FDG05,OUT017,2295.418557
FDK28,OUT013,3844.05357
FDV47,OUT045,1299.474574
FDN21,OUT045,2140.938264
FDP20,OUT027,3064.944585
FDI35,OUT045,2343.939307
DRY23,OUT013,805.0010125
FDA56,OUT017,1962.901472
FDB09,OUT013,1899.04175
NCO26,OUT027,2780.304049
FDQ49,OUT018,1900.678237
FDI52,OUT027,2790.205698
FDZ44,OUT027,2888.481928
FDZ09,OUT018,2054.061666
FDY03,OUT049,1614.209784
NCG42,OUT017,2110.816451
DRI13,OUT027,4618.536031
FDQ32,OUT013,1940.477921
FDW16,OUT035,1464.625339
FDU27,OUT046,820.1882143
FDR28,OUT010,1415.890173
FDQ49,OUT010,1240.755541
FDS37,OUT046,1655.394253
FDW26,OUT018,2617.180397
FDX12,OUT018,2864.148178
NCP06,OUT013,2310.463085
FDW45,OUT010,1185.55243
NCN30,OUT049,1561.982717
FDN24,OUT049,1019.226614
NCL41,OUT027,964.4451148
FDR02,OUT019,539.3004289
FDD09,OUT010,1430.073883
FDS33,OUT010,826.3179348
FDU22,OUT045,1650.089457
FDI53,OUT013,2178.695901
DRH01,OUT049,2199.635512
FDX32,OUT013,2027.08393
NCP30,OUT018,337.3348187
FDB60,OUT045,2500.254014
FDB14,OUT049,1449.124483
NCP02,OUT035,1004.810902
FDJ10,OUT017,2125.136297
FDG34,OUT046,1602.320051
NCB18,OUT017,1460.628385
FDM16,OUT049,1202.408795
FDW25,OUT018,1205.604814
FDB35,OUT010,1080.53596
DRN11,OUT013,1995.988525
FDF41,OUT019,522.1738192
FDH16,OUT045,1283.394773
NCQ50,OUT018,2659.108754
DRH23,OUT018,925.6717557
DRJ37,OUT013,2160.951568
DRJ24,OUT027,3799.742419
FDY16,OUT035,2588.925725
FDQ27,OUT045,1660.248805
FDZ33,OUT045,1892.722165
FDF29,OUT045,1842.250674
FDA08,OUT049,2057.941362
FDG31,OUT046,1028.052462
FDE34,OUT019,756.3747739
NCR30,OUT027,1951.963604
FDV33,OUT035,4003.834618
DRZ24,OUT018,1579.686085
NCL54,OUT035,2444.208002
FDR12,OUT049,2073.662114
NCC54,OUT046,2708.157448
DRN59,OUT013,699.8036978
FDX50,OUT019,490.9878554
FDV31,OUT027,3900.530379
NCA29,OUT027,3813.165415
FDW60,OUT049,2477.853704
FDX08,OUT017,2786.888411
DRD49,OUT013,3156.442593
FDD33,OUT046,2524.216799
FDW35,OUT013,656.6101113
FDJ36,OUT017,1601.969398
FDV51,OUT035,2490.403744
FDW36,OUT046,1525.220836
FDH35,OUT046,2009.516178
NCS30,OUT027,3006.280989
FDN49,OUT017,601.425519
FDL08,OUT018,3023.832697
FDI09,OUT013,3209.204446
FDP19,OUT018,1824.761424
FDU21,OUT010,437.4071657
NCP41,OUT045,1601.17935
FDY10,OUT013,1804.20779
FDP12,OUT018,565.6832599
NCN26,OUT049,1678.675353
FDK44,OUT013,2384.363264
FDC28,OUT049,1552.326879
FDJ41,OUT027,5712.51791
NCT29,OUT035,1893.714353
NCH42,OUT019,823.2089745
FDU60,OUT018,2015.474974
FDS02,OUT045,2414.275065
FDC51,OUT046,1696.532187
FDU03,OUT013,2480.067039
FDX39,OUT045,2670.663279
NCY05,OUT010,482.831709
NCL06,OUT027,5432.223589
FDD32,OUT035,1408.283949
NCN41,OUT045,1734.785806
NCX53,OUT049,2184.06003
FDU57,OUT019,556.2990936
FDQ23,OUT046,1572.876639
FDQ52,OUT045,3162.989496
FDC14,OUT045,704.1703487
FDY09,OUT035,2746.832219
FDQ28,OUT045,2055.284221
FDV25,OUT046,2738.510254
FDJ07,OUT035,1894.183507
DRB25,OUT049,1511.363384
FDK52,OUT019,598.8530622
FDY52,OUT027,1552.067959
FDB28,OUT046,2302.117516
FDT36,OUT035,681.3506613
FDV25,OUT017,3431.333139
NCN07,OUT027,2936.012221
FDC57,OUT017,3021.874476
FDQ03,OUT018,2753.494396
FDU23,OUT017,2531.024764
NCX41,OUT035,3445.82584
NCD06,OUT035,847.7971084
FDW08,OUT045,1519.670331
NCU29,OUT017,2246.615299
NCE06,OUT013,2261.818113
FDV52,OUT010,431.6688169
FDB02,OUT017,2679.731448
NCR18,OUT045,636.7006254
FDK16,OUT049,1441.162406
NCQ29,OUT010,1067.049338
FDZ01,OUT019,576.2310437
FDW27,OUT035,2325.697336
FDD17,OUT018,3039.242378
FDW39,OUT013,2503.510115
DRH59,OUT045,1133.528073
FDS52,OUT013,1511.39723
FDU40,OUT027,4133.787921
NCF54,OUT013,2524.460551
FDH46,OUT045,1570.111862
NCP14,OUT049,1531.970189
FDH50,OUT049,2355.493175
DRF15,OUT010,1222.6285
FDV27,OUT027,2237.300311
NCJ06,OUT049,1907.422788
FDN02,OUT018,2388.806933
FDQ51,OUT049,957.1392407
FDQ07,OUT017,3230.518456
FDS45,OUT049,1659.228271
NCJ06,OUT045,1792.412425
FDD36,OUT035,1869.727606
FDY25,OUT045,2396.041591
FDU52,OUT046,1943.544358
DRK47,OUT017,3260.489799
NCL30,OUT017,2055.284468
FDN22,OUT035,3680.08934
NCF30,OUT027,2930.797774
FDK03,OUT035,3725.154989
FDT45,OUT017,938.7753188
NCC54,OUT027,4831.412794
FDP08,OUT018,2378.451104
FDU44,OUT046,1988.89781
DRG39,OUT035,902.082682
FDU32,OUT049,1724.34001
FDY27,OUT049,2512.951254
NCP54,OUT013,1901.650312
NCZ41,OUT049,1846.395478
DRL49,OUT013,2088.820035
FDI05,OUT018,1070.60744
FDY56,OUT045,3007.622501
DRC13,OUT013,1843.004954
NCV29,OUT017,2673.678486
FDR24,OUT049,1410.986659
FDZ34,OUT018,2366.361888
FDP37,OUT035,1829.283691
FDX08,OUT027,4097.103602
FDS57,OUT045,1857.291385
NCG18,OUT049,1608.32874
FDK25,OUT018,2131.616178
FDH53,OUT049,1466.002271
DRI59,OUT018,2671.11975
FDA52,OUT046,2009.460719
FDT20,OUT010,473.217345
FDE36,OUT019,816.9387065
FDI24,OUT017,2435.221983
FDB28,OUT018,2481.767691
FDV11,OUT017,2533.506679
FDP01,OUT046,1934.548514
FDD34,OUT027,3573.907638
FDJ50,OUT027,1442.980575
FDZ44,OUT013,1808.42282
DRO59,OUT035,1307.516518
DRB48,OUT045,592.1519846
FDR21,OUT018,2197.218575
NCE42,OUT010,1842.831987
FDO23,OUT046,1331.032511
NCE30,OUT018,2503.182193
FDQ22,OUT035,635.4727277
FDY01,OUT045,1643.993719
FDS08,OUT017,2695.24464
FDG28,OUT018,3039.618871
FDQ51,OUT018,654.263766
FDB05,OUT017,3841.590258
FDO56,OUT049,1644.636399
FDE02,OUT018,1273.279947
FDN45,OUT017,3247.283776
FDS09,OUT013,842.2607307
NCA54,OUT018,2233.968585
FDP09,OUT010,1485.515307
FDC53,OUT045,1411.586014
NCM55,OUT017,2677.984625
FDL09,OUT018,2090.205184
FDA11,OUT019,532.0070054
FDA50,OUT045,1347.961725
FDC23,OUT017,2820.08976
FDE22,OUT049,2096.440213
FDD23,OUT046,2197.422363
NCA29,OUT049,2248.235119
FDK38,OUT046,1932.166087
DRC13,OUT046,1697.918886
NCP43,OUT049,2367.719714
FDX28,OUT049,1506.692907
FDF08,OUT049,1388.788351
FDZ33,OUT046,1819.965671
FDD10,OUT049,2464.982576
FDO58,OUT017,2614.901228
FDI50,OUT017,3564.753194
FDO58,OUT045,2352.014331
FDX08,OUT013,2646.719824
NCK17,OUT010,549.2512156
FDF39,OUT035,4112.001266
FDU45,OUT010,1182.170918
NCJ18,OUT018,1628.291615
DRC27,OUT019,794.3754101
DRC25,OUT035,1395.643883
FDU59,OUT035,2343.490712
FDU28,OUT035,3038.220185
NCP30,OUT046,569.5362278
FDB39,OUT018,827.1297422
FDE41,OUT013,1333.541939
DRH11,OUT010,368.2398185
FDA58,OUT045,2858.623605
FDU50,OUT046,1686.919025
FDM34,OUT013,1986.662555
FDM44,OUT027,2590.218574
FDR39,OUT045,2367.425634
FDM25,OUT045,2226.219315
FDQ49,OUT049,2133.709359
DRH25,OUT018,583.0696411
FDM09,OUT027,3605.128285
FDL44,OUT019,705.0600351
NCR42,OUT018,400.2903762
DRL59,OUT046,892.3213352
FDX43,OUT013,2430.707846
DRK47,OUT010,1224.558981
FDU48,OUT018,1706.623455
FDY12,OUT045,882.4306671
NCN43,OUT018,1641.358565
NCM55,OUT018,2225.247445
FDQ21,OUT027,2867.715978
FDX13,OUT035,3834.133443
NCK30,OUT027,5319.192403
FDG20,OUT049,2208.06106
DRG27,OUT017,642.7968188
FDY14,OUT018,3290.513597
FDP59,OUT035,1643.627949
FDU60,OUT017,2680.853254
NCC18,OUT019,442.901276
DRJ39,OUT017,3506.532145
FDS07,OUT049,1588.637082
FDM08,OUT027,4792.232886
FDP51,OUT045,1674.914241
FDU16,OUT035,1298.321817
FDH12,OUT013,1624.192934
DRE48,OUT010,1433.982484
NCL42,OUT027,5197.820879
