Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN27,OUT046,1754.255336
FDM20,OUT049,4175.477997
FDO16,OUT017,1667.127944
FDL03,OUT035,3259.130187
FDE58,OUT046,2043.739154
FDI02,OUT027,2933.45962
NCC55,OUT019,140.1515375
FDR03,OUT018,2896.273086
FDB14,OUT017,1727.215016
FDR45,OUT013,3916.878142
NCN07,OUT017,1953.629502
FDM51,OUT019,280.5484514
FDT52,OUT027,5830.557515
FDL26,OUT046,2600.134819
NCZ42,OUT046,3025.508728
DRI47,OUT019,401.8547526
FDW40,OUT013,2212.756861
FDN34,OUT046,3217.445387
FDS01,OUT035,3403.256645
NCG55,OUT045,1856.959778
FDC11,OUT035,1473.742078
FDX35,OUT018,2944.478362
NCB06,OUT046,2420.993387
FDR09,OUT019,503.3394197
FDC53,OUT017,1784.608542
FDY45,OUT013,3852.333301
FDA22,OUT010,438.6058807
FDE02,OUT035,1768.682037
FDW21,OUT045,1771.975524
FDV34,OUT046,1372.345025
FDS59,OUT049,2093.448103
NCW17,OUT017,2473.691728
NCK54,OUT046,1955.525365
FDG17,OUT019,548.4436413
FDG35,OUT017,3490.280306
FDD08,OUT010,150.0865893
NCO07,OUT017,3797.920289
FDJ10,OUT010,284.388498
FDW36,OUT017,1682.585086
FDW21,OUT010,237.9217308
FDY19,OUT017,2057.477427
DRE03,OUT013,745.4705107
NCC55,OUT049,847.9409165
FDH52,OUT010,168.8248614
FDO09,OUT017,3962.601281
FDU43,OUT045,3924.841949
FDX09,OUT010,442.6169508
FDH40,OUT019,229.6647472
FDW58,OUT017,1953.083272
FDC47,OUT017,4176.655298
NCR41,OUT035,1684.337766
DRG49,OUT035,4466.673054
FDC52,OUT027,4142.113345
FDY13,OUT046,1287.223897
FDY35,OUT013,910.4811702
FDI35,OUT017,3888.88687
NCU18,OUT049,2422.403542
FDY33,OUT018,2606.31541
FDC15,OUT027,3839.110954
FDU01,OUT049,3155.006422
NCU42,OUT046,2899.493862
NCV29,OUT018,2449.272526
NCY30,OUT017,3126.270322
FDQ46,OUT049,1887.331666
FDG58,OUT027,4021.891464
FDK33,OUT017,4347.014842
NCD07,OUT045,1666.974228
NCX29,OUT027,3621.19353
NCT42,OUT013,2402.418359
DRN59,OUT035,886.6454853
FDI44,OUT035,1452.132833
FDA45,OUT049,2228.107125
FDP31,OUT045,1052.32779
FDY01,OUT046,1882.182906
FDT09,OUT018,1822.985513
DRH03,OUT027,2534.385684
FDA36,OUT018,2521.284028
NCF31,OUT017,2387.610846
FDG14,OUT049,2594.852764
FDG28,OUT027,5788.731527
FDU14,OUT049,3649.116729
FDY47,OUT019,287.3974123
FDI56,OUT049,1485.681678
DRD01,OUT013,903.3827008
FDM22,OUT046,1169.070795
FDH33,OUT013,768.8249033
DRZ24,OUT013,2027.435808
NCQ38,OUT046,1667.108175
FDO16,OUT027,2487.716151
FDU07,OUT027,3941.520334
NCB07,OUT013,2686.199652
FDU48,OUT045,1699.976887
NCM43,OUT045,2563.260584
FDR31,OUT010,297.2046796
DRK49,OUT018,604.0967565
NCI30,OUT010,696.6974605
DRD60,OUT017,3134.957982
NCG19,OUT046,3192.942327
FDH12,OUT035,1637.760314
FDM32,OUT035,1644.685772
FDM27,OUT035,2673.284092
NCU53,OUT027,4107.086164
NCQ18,OUT046,1741.53427
FDS10,OUT013,3087.753092
FDB33,OUT027,4363.831821
FDI12,OUT013,1353.698662
NCW42,OUT013,3854.574946
NCC06,OUT018,1806.542081
FDW02,OUT017,2258.113136
NCD43,OUT017,1809.055373
FDM57,OUT018,1137.498878
FDA58,OUT017,3541.499553
FDK56,OUT046,3002.795727
FDP52,OUT045,3876.607911
FDW20,OUT018,1698.394261
FDS52,OUT049,1601.124877
NCT29,OUT018,1622.986861
NCL54,OUT013,3039.380847
FDC05,OUT045,2731.394813
FDF34,OUT035,2823.626275
FDP03,OUT027,3087.474317
FDD32,OUT010,175.75633
FDZ10,OUT045,2150.794221
FDZ40,OUT035,909.1752506
FDD51,OUT018,797.6280381
NCY30,OUT019,409.4757586
FDP58,OUT017,3574.478019
FDV49,OUT017,4110.202789
FDY24,OUT019,186.4522678
NCO55,OUT017,1598.873933
FDR13,OUT017,2044.060464
FDS51,OUT017,1026.698819
FDP26,OUT045,1400.124668
NCB54,OUT027,3333.531396
FDF32,OUT017,3275.452155
FDN31,OUT018,2831.6627
DRM48,OUT017,784.2421244
FDN20,OUT049,2925.237026
DRL01,OUT046,3452.461522
FDV56,OUT049,1570.272737
DRH13,OUT027,2655.938205
FDA03,OUT017,2459.00666
FDF47,OUT027,4832.614987
FDX32,OUT046,2614.844154
FDX57,OUT049,1905.322575
NCA30,OUT045,2885.674125
FDO49,OUT013,773.7300716
FDL04,OUT019,245.2308693
DRM48,OUT035,830.3784103
FDR16,OUT013,3278.125251
NCC19,OUT018,2855.320241
NCE42,OUT045,2823.784729
FDY24,OUT017,1199.823906
FDH19,OUT049,2638.044617
FDJ46,OUT013,2651.228659
FDN45,OUT010,594.6087396
FDY08,OUT035,2224.077171
FDZ37,OUT035,1582.84965
NCT30,OUT045,885.6874292
DRY23,OUT018,686.0638853
NCZ30,OUT018,1762.934965
FDC44,OUT018,1509.969148
FDB45,OUT035,1892.864298
FDY04,OUT013,2449.323795
FDM27,OUT046,2441.714283
FDZ43,OUT017,4641.171859
FDT39,OUT019,358.5427843
NCC06,OUT019,330.3642054
FDL15,OUT027,4056.845
FDL57,OUT017,4857.483522
FDU08,OUT046,1520.852515
FDK40,OUT017,3702.882562
FDQ12,OUT010,457.5330296
FDS48,OUT017,2694.462045
FDP09,OUT045,3542.221443
FDW21,OUT049,1645.392376
FDY25,OUT035,3554.924498
DRE13,OUT017,1471.062393
FDV43,OUT019,163.575969
FDD22,OUT045,1737.756793
FDM46,OUT019,283.6191601
NCO30,OUT010,479.7043891
FDM25,OUT046,2524.094648
NCN41,OUT049,2028.607405
FDU24,OUT045,1750.890652
FDZ50,OUT046,3200.335928
FDP45,OUT013,3922.693656
NCM54,OUT045,1822.294245
FDW10,OUT019,384.2236305
FDP20,OUT017,2133.285482
FDK32,OUT046,2554.31302
FDN52,OUT049,1239.566644
FDM58,OUT045,2050.694349
FDZ46,OUT027,2959.172938
NCA18,OUT018,1674.730279
FDD35,OUT046,2023.417454
NCK31,OUT035,982.1684008
FDI40,OUT027,2743.39933
FDT50,OUT019,246.8495797
NCT06,OUT046,2598.010674
FDT31,OUT035,3102.706431
FDT45,OUT049,950.1494437
FDT13,OUT045,3179.027602
FDO50,OUT045,1514.79289
NCU18,OUT010,302.0830824
NCR54,OUT049,3416.059705
NCO18,OUT018,2464.493028
FDU09,OUT045,969.6138056
FDT13,OUT018,2441.82225
FDE09,OUT046,1865.351068
NCK53,OUT019,263.8919062
FDG45,OUT049,3603.591191
DRH15,OUT035,829.4932295
FDO21,OUT019,515.9508765
FDD14,OUT027,4744.335716
FDC09,OUT046,1648.556408
FDH45,OUT027,1763.068103
FDV32,OUT046,1251.45112
FDG12,OUT035,2184.938162
FDS32,OUT013,2155.104527
NCL55,OUT018,3433.346082
DRE01,OUT035,4380.309216
DRE15,OUT049,1250.010835
NCL42,OUT045,3676.204667
FDP31,OUT013,1073.125978
FDN33,OUT018,1381.185174
FDZ59,OUT046,3079.659921
FDE45,OUT010,411.6844949
FDJ07,OUT013,1715.884203
FDQ45,OUT018,2716.171681
FDM33,OUT027,5523.145125
FDO15,OUT010,186.1096993
FDM46,OUT013,1707.896022
FDR03,OUT045,3211.421619
FDY49,OUT018,2222.46945
FDQ60,OUT045,1962.914728
FDW10,OUT049,2467.679539
FDO51,OUT049,931.4782825
FDJ40,OUT018,1407.373272
FDS20,OUT018,2512.917544
FDU45,OUT013,2216.886483
FDV02,OUT035,2767.951476
FDN09,OUT046,3116.356296
NCM55,OUT027,4049.257541
FDN23,OUT018,2402.386173
FDY31,OUT010,368.8059853
FDW03,OUT010,283.5473975
FDD14,OUT046,2867.041023
FDV23,OUT017,1700.413184
DRI03,OUT045,2659.523402
FDN13,OUT035,1493.498058
FDF45,OUT027,2130.719312
FDU46,OUT035,1578.071949
FDB57,OUT049,3446.97061
FDV12,OUT049,1911.576524
FDQ58,OUT013,2437.672307
NCA18,OUT017,1862.671093
FDH52,OUT049,954.0123799
FDM24,OUT018,2231.890197
NCP43,OUT027,3996.784281
NCO18,OUT019,416.8545492
FDM32,OUT017,1379.495144
NCL07,OUT017,761.0649301
FDK03,OUT013,4541.605395
FDP59,OUT017,1843.951069
FDQ24,OUT049,3722.216839
FDQ16,OUT018,1459.552673
FDU44,OUT013,2377.361341
FDH28,OUT010,140.6308488
FDV28,OUT019,160.4073436
FDM22,OUT045,985.5648126
FDR56,OUT046,2607.981904
FDV39,OUT049,2866.217624
FDU37,OUT019,270.0663904
FDQ11,OUT010,717.839021
FDX02,OUT045,3644.156256
NCS42,OUT018,1496.388821
FDY57,OUT027,2712.375872
FDB21,OUT049,3787.576018
FDE28,OUT017,3177.415638
FDQ55,OUT017,2241.368606
FDA48,OUT049,3613.632097
FDZ19,OUT045,2390.517034
NCC43,OUT045,3158.302193
NCV18,OUT046,1491.089931
NCA42,OUT018,2643.908207
FDY45,OUT046,3445.3356
NCC30,OUT045,2838.047199
FDM57,OUT013,1468.646127
FDL09,OUT010,441.5438234
FDB09,OUT027,3396.163691
FDT44,OUT035,1877.653942
NCT06,OUT027,4315.776605
FDX26,OUT049,3296.313221
FDK32,OUT013,2539.660876
DRA12,OUT046,2026.544441
FDO46,OUT010,544.9845582
FDE52,OUT013,1357.537003
NCH42,OUT045,3602.660511
FDV08,OUT035,855.5485718
FDB47,OUT018,2540.775013
FDC28,OUT010,234.454719
FDD22,OUT046,1736.831497
FDS07,OUT027,3263.589104
DRI13,OUT045,3417.80862
FDG32,OUT018,3348.753001
FDU14,OUT017,3765.473163
FDD28,OUT019,172.085807
NCP41,OUT017,1739.519448
FDS08,OUT049,2591.508202
FDX47,OUT045,2390.074891
FDC53,OUT019,237.8308789
FDQ19,OUT035,3827.94739
FDL14,OUT045,2470.557292
FDM33,OUT019,499.4949042
FDA51,OUT045,1812.23522
FDZ27,OUT018,843.6952041
FDT04,OUT046,689.0499776
DRC13,OUT049,1922.268506
FDR16,OUT027,5001.766915
FDQ03,OUT027,5484.184028
FDE38,OUT035,2807.724083
DRH23,OUT027,2148.686268
FDT11,OUT019,524.5041327
FDD09,OUT035,3059.461326
FDR40,OUT045,1409.736896
FDX07,OUT017,3045.364092
FDR07,OUT035,2137.733378
FDA51,OUT017,1912.278085
FDT59,OUT019,604.0144596
FDF20,OUT017,3182.732301
FDR13,OUT045,1919.168164
FDY26,OUT049,3586.504771
FDW04,OUT017,1922.48013
FDK52,OUT017,4268.330582
FDN60,OUT049,2891.516312
FDM09,OUT019,426.5041109
FDP46,OUT049,1546.694635
FDB50,OUT019,306.7215074
NCQ29,OUT049,3662.800992
FDP16,OUT027,5645.683816
FDX33,OUT018,2563.210667
FDP07,OUT010,503.3183917
FDN22,OUT046,3408.873109
FDF39,OUT049,3899.073674
FDS21,OUT017,1054.408003
NCM42,OUT013,1663.689014
FDK50,OUT019,461.4708288
DRF13,OUT027,3640.847364
FDH35,OUT018,2255.001958
FDP60,OUT018,1468.811895
DRJ49,OUT027,2923.590547
NCT42,OUT019,364.0004078
FDE38,OUT049,2532.538562
FDI04,OUT049,3416.513679
NCH54,OUT045,2737.35917
FDT56,OUT049,904.1240944
DRD15,OUT018,3106.385992
FDV58,OUT013,2916.077238
FDP21,OUT049,3353.379066
FDH05,OUT013,3340.657688
FDR10,OUT027,4369.843894
NCP06,OUT045,2169.470267
FDF33,OUT049,1940.581405
DRK37,OUT013,3372.821518
DRH49,OUT045,1314.362336
FDT58,OUT013,2649.700008
FDD41,OUT018,1507.102288
FDP40,OUT018,1890.518281
FDM51,OUT027,2721.648576
FDO45,OUT010,201.5537017
FDW33,OUT010,272.1314296
FDY24,OUT045,1140.140858
FDB10,OUT010,538.1682806
FDM40,OUT035,2292.132188
NCI06,OUT017,3478.066552
FDW12,OUT019,305.4155805
FDX48,OUT027,4117.05336
NCW05,OUT027,2786.821195
FDX27,OUT017,1600.432269
DRM37,OUT045,3443.878158
FDA38,OUT045,3511.050393
FDR36,OUT046,888.771912
FDZ45,OUT046,3191.645997
FDG05,OUT017,2516.67751
FDK28,OUT013,4749.621518
FDV47,OUT045,1458.503889
FDN21,OUT045,2482.741147
FDP20,OUT027,3486.293941
FDI35,OUT045,3462.963806
DRY23,OUT013,801.2718254
FDA56,OUT017,2178.167641
FDB09,OUT013,1850.342841
NCO26,OUT027,2899.011158
FDQ49,OUT018,2632.925195
FDI52,OUT027,2982.058832
FDZ44,OUT027,3103.930938
FDZ09,OUT018,2573.687858
FDY03,OUT049,2086.341326
NCG42,OUT017,2314.376908
DRI13,OUT027,5280.888707
FDQ32,OUT013,2096.832723
FDW16,OUT035,1288.885384
FDU27,OUT046,950.0885991
FDR28,OUT010,394.9004436
FDQ49,OUT010,443.9218398
FDS37,OUT046,1945.050407
FDW26,OUT018,3257.759848
FDX12,OUT018,2900.69417
NCP06,OUT013,2587.725501
FDW45,OUT010,335.3520642
NCN30,OUT049,1573.293827
FDN24,OUT049,964.5042258
NCL41,OUT027,1722.026632
FDR02,OUT019,294.2516506
FDD09,OUT010,453.7501289
FDS33,OUT010,203.9137986
FDU22,OUT045,1873.875476
FDI53,OUT013,2272.6236
DRH01,OUT049,2807.605587
FDX32,OUT013,2322.400384
NCP30,OUT018,705.4055167
FDB60,OUT045,2971.229377
FDB14,OUT049,1466.419372
NCP02,OUT035,960.9250039
FDJ10,OUT017,1986.855086
FDG34,OUT046,1821.824444
NCB18,OUT017,1500.98447
FDM16,OUT049,1161.159564
FDW25,OUT018,1419.126471
FDB35,OUT010,198.4889119
DRN11,OUT013,2329.570394
FDF41,OUT019,572.9844631
FDH16,OUT045,1383.159024
NCQ50,OUT018,2978.976561
DRH23,OUT018,959.259195
DRJ37,OUT013,2347.136589
DRJ24,OUT027,4358.445312
FDY16,OUT035,3212.385319
FDQ27,OUT045,1949.780514
FDZ33,OUT045,2395.023593
FDF29,OUT045,2148.996409
FDA08,OUT049,3247.090351
FDG31,OUT046,1148.7071
FDE34,OUT019,480.3254387
NCR30,OUT027,2273.519586
FDV33,OUT035,4274.449942
DRZ24,OUT018,1538.60983
NCL54,OUT035,3033.324918
FDR12,OUT049,3114.838533
NCC54,OUT046,4000.34691
DRN59,OUT013,839.7276917
FDX50,OUT019,244.4959565
FDV31,OUT027,4523.654139
NCA29,OUT027,4674.79375
FDW60,OUT049,3324.012306
FDX08,OUT017,3047.187616
DRD49,OUT013,3791.489709
FDD33,OUT046,3510.677383
FDW35,OUT013,818.6421757
FDJ36,OUT017,1731.051763
FDV51,OUT035,3404.316752
FDW36,OUT046,1709.963156
FDH35,OUT046,2527.691123
NCS30,OUT027,3298.427378
FDN49,OUT017,788.4068682
FDL08,OUT018,2900.294011
FDI09,OUT013,3387.16149
FDP19,OUT018,1647.52598
FDU21,OUT010,141.1868238
NCP41,OUT045,1715.409165
FDY10,OUT013,1940.670786
FDP12,OUT018,693.4139156
NCN26,OUT049,2164.578004
FDK44,OUT013,2856.010307
FDC28,OUT049,1559.207346
FDJ41,OUT027,5601.052236
NCT29,OUT035,1914.447685
NCH42,OUT019,456.1043151
FDU60,OUT018,2653.931641
FDS02,OUT045,3197.713534
FDC51,OUT046,2112.224604
FDU03,OUT013,3331.046109
FDX39,OUT045,3494.078048
NCY05,OUT010,150.5410135
NCL06,OUT027,5658.149766
FDD32,OUT035,1426.692333
NCN41,OUT045,1863.16269
NCX53,OUT049,2349.385463
FDU57,OUT019,297.1180317
FDQ23,OUT046,2046.090537
FDQ52,OUT045,4505.021974
FDC14,OUT045,776.9564096
FDY09,OUT035,3564.905892
FDQ28,OUT045,2614.132861
FDV25,OUT046,4090.243675
FDJ07,OUT035,1984.793039
DRB25,OUT049,1683.987025
FDK52,OUT019,601.1911084
FDY52,OUT027,1915.495368
FDB28,OUT046,3447.871586
FDT36,OUT035,720.2663217
FDV25,OUT017,4027.107879
NCN07,OUT027,3172.217053
FDC57,OUT017,3237.088605
FDQ03,OUT018,3279.905322
FDU23,OUT017,2886.190944
NCX41,OUT035,3725.792088
NCD06,OUT035,877.0771156
FDW08,OUT045,1639.681404
NCU29,OUT017,2467.78903
NCE06,OUT013,2583.348556
FDV52,OUT010,237.3691057
FDB02,OUT017,2877.862373
NCR18,OUT045,749.5447635
FDK16,OUT049,1515.059557
NCQ29,OUT010,574.2393986
FDZ01,OUT019,263.0014907
FDW27,OUT035,2394.802244
FDD17,OUT018,3469.126628
FDW39,OUT013,2768.650924
DRH59,OUT045,1211.377807
FDS52,OUT013,1307.793006
FDU40,OUT027,5293.732729
NCF54,OUT013,2646.898949
FDH46,OUT045,1699.114331
NCP14,OUT049,1736.103775
FDH50,OUT049,3055.918798
DRF15,OUT010,326.3081155
FDV27,OUT027,2619.177252
NCJ06,OUT049,2180.163476
FDN02,OUT018,2824.866948
FDQ51,OUT049,993.6170631
FDQ07,OUT017,4311.425625
FDS45,OUT049,1870.486702
NCJ06,OUT045,1864.127731
FDD36,OUT035,1950.861362
FDY25,OUT045,3328.383922
FDU52,OUT046,2629.358986
DRK47,OUT017,3828.984348
NCL30,OUT017,2087.006444
FDN22,OUT035,3796.53851
NCF30,OUT027,3367.927634
FDK03,OUT035,4779.972574
FDT45,OUT017,922.3053988
NCC54,OUT027,5121.725032
FDP08,OUT018,3085.85893
FDU44,OUT046,2552.936541
DRG39,OUT035,834.7931153
FDU32,OUT049,1924.699307
FDY27,OUT049,2795.852497
NCP54,OUT013,2007.470052
NCZ41,OUT049,1984.603217
DRL49,OUT013,2271.67162
FDI05,OUT018,1098.181564
FDY56,OUT045,4424.02706
DRC13,OUT013,1873.252473
NCV29,OUT017,2984.314391
FDR24,OUT049,1245.691402
FDZ34,OUT018,2672.789504
FDP37,OUT035,2044.919794
FDX08,OUT027,4872.037278
FDS57,OUT045,2032.899912
NCG18,OUT049,1757.856713
FDK25,OUT018,2732.67249
FDH53,OUT049,1460.568835
DRI59,OUT018,2975.917307
FDA52,OUT046,2639.41478
FDT20,OUT010,155.5055573
FDE36,OUT019,417.0128737
FDI24,OUT017,2769.180739
FDB28,OUT018,3013.267238
FDV11,OUT017,2587.972288
FDP01,OUT046,2180.532681
FDD34,OUT027,4096.443299
FDJ50,OUT027,1938.183411
FDZ44,OUT013,1696.222529
DRO59,OUT035,1515.190478
DRB48,OUT045,776.0690395
FDR21,OUT018,2548.687841
NCE42,OUT010,584.0582314
FDO23,OUT046,1581.671655
NCE30,OUT018,3048.950814
FDQ22,OUT035,763.04431
FDY01,OUT045,1935.496873
FDS08,OUT017,2289.705279
FDG28,OUT018,3299.462834
FDQ51,OUT018,848.0515715
FDB05,OUT017,4577.870397
FDO56,OUT049,2071.690091
FDE02,OUT018,1301.551974
FDN45,OUT017,4052.650619
FDS09,OUT013,833.5290056
NCA54,OUT018,2512.319938
FDP09,OUT010,539.5583798
FDC53,OUT045,1496.017836
NCM55,OUT017,3093.544606
FDL09,OUT018,2734.736465
FDA11,OUT019,266.1134925
FDA50,OUT045,1571.560099
FDC23,OUT017,3885.487559
FDE22,OUT049,2658.771413
FDD23,OUT046,3525.584618
NCA29,OUT049,3472.580749
FDK38,OUT046,2390.195785
DRC13,OUT046,2039.667322
NCP43,OUT049,3030.505769
FDX28,OUT049,1425.276841
FDF08,OUT049,1464.528604
FDZ33,OUT046,2457.171729
FDD10,OUT049,2439.282512
FDO58,OUT017,2715.12555
FDI50,OUT017,4001.46623
FDO58,OUT045,2680.777401
FDX08,OUT013,3538.301027
NCK17,OUT010,155.1017124
FDF39,OUT035,4764.316257
FDU45,OUT010,268.2454802
NCJ18,OUT018,1641.292336
DRC27,OUT019,512.4679476
DRC25,OUT035,1536.496421
FDU59,OUT035,2400.273429
FDU28,OUT035,3181.637525
NCP30,OUT046,773.8790543
FDB39,OUT018,968.8465766
FDE41,OUT013,1437.13553
DRH11,OUT010,172.3602962
FDA58,OUT045,3320.161816
FDU50,OUT046,1771.369307
FDM34,OUT013,2221.518346
FDM44,OUT027,2884.806173
FDR39,OUT045,2936.643555
FDM25,OUT045,2726.506707
FDQ49,OUT049,2198.525276
DRH25,OUT018,848.5006465
FDM09,OUT027,4056.299084
FDL44,OUT019,444.6886248
NCR42,OUT018,642.7358721
DRL59,OUT046,939.9532862
FDX43,OUT013,2647.138598
DRK47,OUT010,534.1269309
FDU48,OUT018,1521.689297
FDY12,OUT045,885.0667188
NCN43,OUT018,1684.99852
NCM55,OUT018,2507.003949
FDQ21,OUT027,3016.047159
FDX13,OUT035,3962.60363
NCK30,OUT027,5571.614721
FDG20,OUT049,2643.840493
DRG27,OUT017,800.6034813
FDY14,OUT018,3626.628574
FDP59,OUT035,1848.190782
FDU60,OUT017,2904.588735
NCC18,OUT019,492.7224001
DRJ39,OUT017,3710.660891
FDS07,OUT049,1891.361537
FDM08,OUT027,5245.388357
FDP51,OUT045,1899.916838
FDU16,OUT035,1325.458692
FDH12,OUT013,1930.322695
DRE48,OUT010,498.5040808
