Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY01,OUT046,1885.912065
FDT09,OUT018,1868.848623
DRH03,OUT027,2756.792981
FDA36,OUT018,2533.861153
NCF31,OUT017,2428.450324
FDG14,OUT049,2549.177509
FDG28,OUT027,4955.473863
FDU14,OUT049,3821.653658
FDY47,OUT019,338.3270171
FDI56,OUT049,1550.450483
DRD01,OUT013,1060.675516
FDM22,OUT046,1055.438999
FDH33,OUT013,812.3630623
DRZ24,OUT013,1851.738974
NCQ38,OUT046,1667.345126
FDO16,OUT027,2600.803398
FDU07,OUT027,3558.185267
NCB07,OUT013,3006.429631
FDU48,OUT045,1011.4813
NCM43,OUT045,1455.264573
FDR31,OUT010,441.7248644
DRK49,OUT018,438.6497932
NCI30,OUT010,1827.537736
DRD60,OUT017,2805.041254
NCG19,OUT046,3511.11012
FDH12,OUT035,1782.669858
FDM32,OUT035,1650.115744
FDM27,OUT035,2559.178568
NCU53,OUT027,3831.598749
NCQ18,OUT046,1567.415958
FDS10,OUT013,2806.407094
FDB33,OUT027,3690.743403
FDI12,OUT013,1493.940274
NCW42,OUT013,3393.548619
NCC06,OUT018,1739.831173
FDW02,OUT017,2053.168993
NCD43,OUT017,1742.405917
FDM57,OUT018,1128.147193
FDA58,OUT017,3601.06847
FDK56,OUT046,2776.89664
FDP52,OUT045,2469.517637
FDW20,OUT018,1679.865363
FDS52,OUT049,1681.964988
NCT29,OUT018,1602.027848
NCL54,OUT013,2732.504961
FDC05,OUT045,1951.162977
FDF34,OUT035,3191.14331
FDP03,OUT027,3269.269219
FDD32,OUT010,393.5029627
FDZ10,OUT045,971.0885513
FDZ40,OUT035,1032.447196
FDD51,OUT018,430.8855798
NCY30,OUT019,947.3659033
FDP58,OUT017,3324.923347
FDV49,OUT017,4060.293982
FDY24,OUT019,861.9986568
NCO55,OUT017,1735.725145
FDR13,OUT017,2030.101342
FDS51,OUT017,1141.4214
FDP26,OUT045,518.9079502
NCB54,OUT027,3294.096699
FDF32,OUT017,3064.267403
FDN31,OUT018,2564.617135
DRM48,OUT017,713.749376
FDN20,OUT049,2724.363758
DRL01,OUT046,3561.261163
FDV56,OUT049,1912.531014
DRH13,OUT027,2939.403665
FDA03,OUT017,2367.278592
FDF47,OUT027,4609.326142
FDX32,OUT046,2322.346474
FDX57,OUT049,1753.486046
NCA30,OUT045,1821.205325
FDO49,OUT013,933.6747751
FDL04,OUT019,210.2966632
DRM48,OUT035,788.2244523
FDR16,OUT013,3239.776718
NCC19,OUT018,2592.476215
NCE42,OUT045,2507.844809
FDY24,OUT017,1053.820961
FDH19,OUT049,2806.632246
FDJ46,OUT013,2700.108303
FDN45,OUT010,1506.920982
FDY08,OUT035,2324.412173
FDZ37,OUT035,1658.829651
NCT30,OUT045,223.6634692
DRY23,OUT018,481.8878481
NCZ30,OUT018,1608.835537
FDC44,OUT018,1461.894612
FDB45,OUT035,1834.8731
FDY04,OUT013,2595.38554
FDM27,OUT046,2520.701541
FDZ43,OUT017,3751.98016
FDT39,OUT019,611.8779217
NCC06,OUT019,195.0924616
FDL15,OUT027,3617.848868
FDL57,OUT017,3993.546611
FDU08,OUT046,1585.5743
FDK40,OUT017,3962.006385
FDQ12,OUT010,1594.39741
FDS48,OUT017,2416.637246
FDP09,OUT045,2166.650966
FDW21,OUT049,1772.727067
FDY25,OUT035,2936.600973
DRE13,OUT017,1423.669959
FDV43,OUT019,1030.175506
FDD22,OUT045,690.6884567
FDM46,OUT019,368.4244734
NCO30,OUT010,1001.397657
FDM25,OUT046,2640.074754
NCN41,OUT049,2069.134501
FDU24,OUT045,468.0046426
FDZ50,OUT046,2804.89199
FDP45,OUT013,3898.085604
NCM54,OUT045,929.9485027
FDW10,OUT019,862.282863
FDP20,OUT017,2097.122747
FDK32,OUT046,2408.850334
FDN52,OUT049,1528.567844
FDM58,OUT045,805.351756
FDZ46,OUT027,3011.572494
NCA18,OUT018,1542.542035
FDD35,OUT046,1923.371409
NCK31,OUT035,990.1701774
FDI40,OUT027,2866.976835
FDT50,OUT019,245.0150301
NCT06,OUT046,2538.366037
FDT31,OUT035,3018.890942
FDT45,OUT049,1058.192326
FDT13,OUT045,1843.759122
FDO50,OUT045,459.1540451
NCU18,OUT010,338.5526
NCR54,OUT049,3063.28083
NCO18,OUT018,2430.905364
FDU09,OUT045,21.27783502
FDT13,OUT018,2612.248664
FDE09,OUT046,1775.791406
NCK53,OUT019,158.4682531
FDG45,OUT049,3333.024464
DRH15,OUT035,875.119963
FDO21,OUT019,1663.675067
FDD14,OUT027,4058.978851
FDC09,OUT046,1727.745532
FDH45,OUT027,2106.125681
FDV32,OUT046,1078.468316
FDG12,OUT035,2073.930242
FDS32,OUT013,2318.681834
NCL55,OUT018,3419.552579
DRE01,OUT035,3688.037843
DRE15,OUT049,1353.88576
NCL42,OUT045,2654.990749
FDP31,OUT013,1197.460452
FDN33,OUT018,1247.063479
FDZ59,OUT046,2554.326151
FDE45,OUT010,873.0116645
FDJ07,OUT013,1909.464843
FDQ45,OUT018,2588.496084
FDM33,OUT027,4545.583234
FDO15,OUT010,490.2365052
FDM46,OUT013,1498.910098
FDR03,OUT045,2135.340065
FDY49,OUT018,2391.54236
FDQ60,OUT045,840.0252754
FDW10,OUT049,2842.304169
FDO51,OUT049,980.3390044
FDJ40,OUT018,1460.586637
FDS20,OUT018,2465.992083
FDU45,OUT013,1919.465534
FDV02,OUT035,2682.158311
FDN09,OUT046,3637.336353
NCM55,OUT027,4056.300672
FDN23,OUT018,2015.101318
FDY31,OUT010,383.4469974
FDW03,OUT010,90.93078863
FDD14,OUT046,2809.159958
FDV23,OUT017,2047.336893
DRI03,OUT045,1565.246421
FDN13,OUT035,1634.18595
FDF45,OUT027,2374.155768
FDU46,OUT035,1640.011415
FDB57,OUT049,3558.401169
FDV12,OUT049,1805.308176
FDQ58,OUT013,2383.988612
NCA18,OUT017,1896.981362
FDH52,OUT049,1200.417469
FDM24,OUT018,2058.804558
NCP43,OUT027,3990.621698
NCO18,OUT019,903.6930496
FDM32,OUT017,1585.786369
NCL07,OUT017,775.4394848
FDK03,OUT013,3847.725763
FDP59,OUT017,1828.660492
FDQ24,OUT049,3879.316914
FDQ16,OUT018,1420.160451
FDU44,OUT013,2584.641753
FDH28,OUT010,1119.705741
FDV28,OUT019,1157.730112
FDM22,OUT045,30.37202963
FDR56,OUT046,3028.273005
FDV39,OUT049,3098.402143
FDU37,OUT019,397.015213
FDQ11,OUT010,2089.356044
FDX02,OUT045,2259.472808
NCS42,OUT018,1184.945015
FDY57,OUT027,2834.18605
FDB21,OUT049,3684.718797
FDE28,OUT017,3512.858924
FDQ55,OUT017,1955.371367
FDA48,OUT049,3429.651466
FDZ19,OUT045,1570.879669
NCC43,OUT045,2682.541279
NCV18,OUT046,1309.146097
NCA42,OUT018,2140.033779
FDY45,OUT046,3849.130037
NCC30,OUT045,1684.232041
FDM57,OUT013,1509.834223
FDL09,OUT010,750.2035502
FDB09,OUT027,3211.681011
FDT44,OUT035,1996.540868
NCT06,OUT027,3779.00085
FDX26,OUT049,2852.088025
FDK32,OUT013,2490.996969
DRA12,OUT046,2171.325606
FDO46,OUT010,1091.987466
FDE52,OUT013,1489.119567
NCH42,OUT045,2385.581856
FDV08,OUT035,906.7062473
FDB47,OUT018,2866.661847
FDC28,OUT010,156.6057774
FDD22,OUT046,1775.747476
FDS07,OUT027,3060.775109
DRI13,OUT045,2184.704664
FDG32,OUT018,3030.586488
FDU14,OUT017,3786.520418
FDD28,OUT019,832.8900493
NCP41,OUT017,1855.156634
FDS08,OUT049,2762.466047
FDX47,OUT045,1450.130802
FDC53,OUT019,212.8818506
FDQ19,OUT035,3813.468337
FDL14,OUT045,1433.661321
FDM33,OUT019,1503.404233
FDA51,OUT045,702.5195833
FDZ27,OUT018,528.4155409
FDT04,OUT046,712.882788
DRC13,OUT049,2092.62666
FDR16,OUT027,4497.815525
FDQ03,OUT027,4852.660093
FDE38,OUT035,2729.004482
DRH23,OUT027,2228.491715
FDT11,OUT019,1159.153141
FDD09,OUT035,2882.674436
FDR40,OUT045,322.2138546
FDX07,OUT017,2964.779316
FDR07,OUT035,1707.656686
FDA51,OUT017,1850.872618
FDT59,OUT019,1701.251322
FDF20,OUT017,3038.177015
FDR13,OUT045,870.197318
FDY26,OUT049,3333.456849
FDW04,OUT017,2116.061007
FDK52,OUT017,3442.344423
FDN60,OUT049,2514.06574
FDM09,OUT019,860.1052924
FDP46,OUT049,1545.280201
FDB50,OUT019,516.9897963
NCQ29,OUT049,3970.282344
FDP16,OUT027,4886.357874
FDX33,OUT018,2218.080327
FDP07,OUT010,1156.605687
FDN22,OUT046,3809.924167
FDF39,OUT049,4060.931957
FDS21,OUT017,1224.459124
NCM42,OUT013,1747.903786
FDK50,OUT019,759.9312517
DRF13,OUT027,3494.887732
FDH35,OUT018,2232.093751
FDP60,OUT018,1306.194468
DRJ49,OUT027,3261.940634
NCT42,OUT019,503.5982249
FDE38,OUT049,2706.881666
FDI04,OUT049,3137.960033
NCH54,OUT045,1362.101883
FDT56,OUT049,1188.484033
DRD15,OUT018,3133.509773
FDV58,OUT013,3032.548702
FDP21,OUT049,3023.068987
FDH05,OUT013,3558.463973
FDR10,OUT027,3753.928539
NCP06,OUT045,1272.917891
FDF33,OUT049,1862.158145
DRK37,OUT013,2868.2429
DRH49,OUT045,316.8794175
FDT58,OUT013,2595.621863
FDD41,OUT018,1365.545017
FDP40,OUT018,1464.348967
FDM51,OUT027,2958.054164
FDO45,OUT010,355.9965703
FDW33,OUT010,186.9408733
FDY24,OUT045,43.86981413
FDB10,OUT010,1696.784735
FDM40,OUT035,2238.244834
NCI06,OUT017,2826.159184
FDW12,OUT019,494.8206033
FDX48,OUT027,3711.47748
NCW05,OUT027,2944.410042
FDX27,OUT017,1630.85835
DRM37,OUT045,1891.923215
FDA38,OUT045,2498.966687
FDR36,OUT046,773.7808618
FDZ45,OUT046,3007.630485
FDG05,OUT017,2517.684647
FDK28,OUT013,3840.196948
FDV47,OUT045,379.7924522
FDN21,OUT045,1415.024266
FDP20,OUT027,3249.942921
FDI35,OUT045,1718.107776
DRY23,OUT013,849.4151222
FDA56,OUT017,2008.871138
FDB09,OUT013,1992.619428
NCO26,OUT027,3098.101631
FDQ49,OUT018,2134.430707
FDI52,OUT027,3114.63395
FDZ44,OUT027,3114.196901
FDZ09,OUT018,2219.997794
FDY03,OUT049,1970.793358
NCG42,OUT017,2125.200295
DRI13,OUT027,4509.252764
FDQ32,OUT013,2106.082927
FDW16,OUT035,1648.962775
FDU27,OUT046,885.4930202
FDR28,OUT010,690.8554532
FDQ49,OUT010,606.8744772
FDS37,OUT046,1867.407749
FDW26,OUT018,3020.381756
FDX12,OUT018,3403.472672
NCP06,OUT013,2401.687918
FDW45,OUT010,422.2648399
NCN30,OUT049,1659.728352
FDN24,OUT049,1025.325137
NCL41,OUT027,1926.260738
FDR02,OUT019,95.25343358
FDD09,OUT010,924.9416762
FDS33,OUT010,348.0584756
FDU22,OUT045,810.9107923
FDI53,OUT013,2528.147643
DRH01,OUT049,2747.991859
FDX32,OUT013,2326.308644
NCP30,OUT018,478.4241647
FDB60,OUT045,1902.735756
FDB14,OUT049,1737.141948
NCP02,OUT035,1127.252241
FDJ10,OUT017,2279.005349
FDG34,OUT046,1840.223339
NCB18,OUT017,1527.943556
FDM16,OUT049,1368.68669
FDW25,OUT018,1109.743872
FDB35,OUT010,304.1043567
DRN11,OUT013,2237.771223
FDF41,OUT019,1812.021813
FDH16,OUT045,324.7672546
NCQ50,OUT018,2929.27138
DRH23,OUT018,681.4754914
DRJ37,OUT013,2343.489396
DRJ24,OUT027,4003.267164
FDY16,OUT035,2947.864237
FDQ27,OUT045,665.8885773
FDZ33,OUT045,1212.409862
FDF29,OUT045,1032.881581
FDA08,OUT049,2682.901525
FDG31,OUT046,1117.001313
FDE34,OUT019,1020.677601
NCR30,OUT027,2480.569437
FDV33,OUT035,4059.053897
DRZ24,OUT018,1559.139382
NCL54,OUT035,2769.689387
FDR12,OUT049,2824.464256
NCC54,OUT046,3633.183905
DRN59,OUT013,930.9876318
FDX50,OUT019,116.3193534
FDV31,OUT027,3956.67138
NCA29,OUT027,3904.310959
FDW60,OUT049,2867.015486
FDX08,OUT017,2862.208796
DRD49,OUT013,3505.137931
FDD33,OUT046,3448.138278
FDW35,OUT013,869.6607866
FDJ36,OUT017,1763.678694
FDV51,OUT035,2690.34691
FDW36,OUT046,1682.20758
FDH35,OUT046,2544.399708
NCS30,OUT027,3285.93782
FDN49,OUT017,784.9834837
FDL08,OUT018,3379.547514
FDI09,OUT013,3767.557998
FDP19,OUT018,1679.816831
FDU21,OUT010,1141.034641
NCP41,OUT045,693.8145575
FDY10,OUT013,1851.503956
FDP12,OUT018,462.0185768
NCN26,OUT049,1947.241312
FDK44,OUT013,2699.320248
FDC28,OUT049,1785.651895
FDJ41,OUT027,5146.409766
NCT29,OUT035,2083.442682
NCH42,OUT019,1634.627813
FDU60,OUT018,2343.849057
FDS02,OUT045,1851.359821
FDC51,OUT046,1961.834902
FDU03,OUT013,2895.924149
FDX39,OUT045,2203.127956
NCY05,OUT010,1128.684146
NCL06,OUT027,5127.454539
FDD32,OUT035,1555.122543
NCN41,OUT045,896.8510899
NCX53,OUT049,2355.753668
FDU57,OUT019,559.1389872
FDQ23,OUT046,1678.942666
FDQ52,OUT045,2605.139801
FDC14,OUT045,184.2551451
FDY09,OUT035,2848.647031
FDQ28,OUT045,1372.819995
FDV25,OUT046,3349.301187
FDJ07,OUT035,1959.461292
DRB25,OUT049,1753.706098
FDK52,OUT019,1519.83344
FDY52,OUT027,2306.814457
FDB28,OUT046,2912.858546
FDT36,OUT035,800.1940915
FDV25,OUT017,3442.646937
NCN07,OUT027,3268.004838
FDC57,OUT017,3094.916321
FDQ03,OUT018,3312.551765
FDU23,OUT017,2669.471078
NCX41,OUT035,3383.565999
NCD06,OUT035,961.9719056
FDW08,OUT045,604.4466991
NCU29,OUT017,2333.207029
NCE06,OUT013,2489.425076
FDV52,OUT010,13.68726382
FDB02,OUT017,2882.325776
NCR18,OUT045,247.7814813
FDK16,OUT049,1599.192076
NCQ29,OUT010,1994.853552
FDZ01,OUT019,10.16264239
FDW27,OUT035,2558.048239
FDD17,OUT018,3215.324453
FDW39,OUT013,2798.487823
DRH59,OUT045,168.7563729
FDS52,OUT013,1639.846769
FDU40,OUT027,4174.243067
NCF54,OUT013,2717.310538
FDH46,OUT045,647.4238238
NCP14,OUT049,1734.164419
FDH50,OUT049,3065.489814
DRF15,OUT010,492.8140331
FDV27,OUT027,2750.921994
NCJ06,OUT049,2027.836277
FDN02,OUT018,2851.871548
FDQ51,OUT049,1032.824295
FDQ07,OUT017,3488.795483
FDS45,OUT049,1850.963691
NCJ06,OUT045,871.1957616
FDD36,OUT035,1988.479869
FDY25,OUT045,1766.375257
FDU52,OUT046,2319.048582
DRK47,OUT017,3489.06511
NCL30,OUT017,2098.224118
FDN22,OUT035,3954.861645
NCF30,OUT027,3206.872975
FDK03,OUT035,3971.642703
FDT45,OUT017,1050.04039
NCC54,OUT027,4846.608221
FDP08,OUT018,2733.074743
FDU44,OUT046,2567.895618
DRG39,OUT035,1023.839284
FDU32,OUT049,2026.724361
FDY27,OUT049,2785.424961
NCP54,OUT013,1995.670564
NCZ41,OUT049,2123.44852
DRL49,OUT013,2231.644882
FDI05,OUT018,958.8927062
FDY56,OUT045,2420.297921
DRC13,OUT013,2034.891548
NCV29,OUT017,2835.463782
FDR24,OUT049,1633.006045
FDZ34,OUT018,2585.895451
FDP37,OUT035,2015.66468
FDX08,OUT027,4022.091705
FDS57,OUT045,1126.055939
NCG18,OUT049,1767.017372
FDK25,OUT018,2245.514052
FDH53,OUT049,1502.09886
DRI59,OUT018,3072.40047
FDA52,OUT046,2706.238335
FDT20,OUT010,1122.149373
FDE36,OUT019,761.6835167
FDI24,OUT017,2720.532075
FDB28,OUT018,2638.893195
FDV11,OUT017,2849.747248
FDP01,OUT046,2387.013529
FDD34,OUT027,3754.207823
FDJ50,OUT027,2233.137889
FDZ44,OUT013,1912.208865
DRO59,OUT035,1409.480412
DRB48,OUT045,269.9839186
FDR21,OUT018,2394.877152
NCE42,OUT010,1717.259023
FDO23,OUT046,1514.666466
NCE30,OUT018,2896.833634
FDQ22,OUT035,871.9971594
FDY01,OUT045,832.0816393
FDS08,OUT017,2765.689117
FDG28,OUT018,3410.286463
FDQ51,OUT018,656.0514539
FDB05,OUT017,3727.18238
FDO56,OUT049,2018.187383
FDE02,OUT018,1244.222782
FDN45,OUT017,3427.681874
FDS09,OUT013,983.273668
NCA54,OUT018,2480.437618
FDP09,OUT010,1390.373367
FDC53,OUT045,489.9684276
NCM55,OUT017,2880.780277
FDL09,OUT018,2354.485721
FDA11,OUT019,295.9277719
FDA50,OUT045,415.2098364
FDC23,OUT017,2831.665353
FDE22,OUT049,2556.070289
FDD23,OUT046,2903.785428
NCA29,OUT049,2751.986874
FDK38,OUT046,2296.794981
DRC13,OUT046,1934.26629
NCP43,OUT049,2830.461238
FDX28,OUT049,1622.366509
FDF08,OUT049,1642.247457
FDZ33,OUT046,2281.834581
FDD10,OUT049,2930.49676
FDO58,OUT017,2592.759431
FDI50,OUT017,3638.991269
FDO58,OUT045,1505.381871
FDX08,OUT013,2818.253527
NCK17,OUT010,1065.906265
FDF39,OUT035,4080.312791
FDU45,OUT010,16.87688332
NCJ18,OUT018,1516.332186
DRC27,OUT019,1827.089916
DRC25,OUT035,1468.415199
FDU59,OUT035,2591.234144
FDU28,OUT035,3071.183304
NCP30,OUT046,789.2682587
FDB39,OUT018,622.7464817
FDE41,OUT013,1473.734698
DRH11,OUT010,877.8057324
FDA58,OUT045,2455.479961
FDU50,OUT046,1814.500307
FDM34,OUT013,2090.985883
FDM44,OUT027,2896.809224
FDR39,OUT045,1739.037649
FDM25,OUT045,1610.494657
FDQ49,OUT049,2541.081136
DRH25,OUT018,617.8677509
FDM09,OUT027,3931.658839
FDL44,OUT019,694.8535963
NCR42,OUT018,341.1143936
DRL59,OUT046,971.3505831
FDX43,OUT013,2597.919954
DRK47,OUT010,1555.629598
FDU48,OUT018,1768.569429
FDY12,OUT045,137.1241069
NCN43,OUT018,1611.463296
NCM55,OUT018,2473.739968
FDQ21,OUT027,3211.817855
FDX13,OUT035,3914.359536
NCK30,OUT027,5037.710835
FDG20,OUT049,2839.643297
DRG27,OUT017,748.2548376
FDY14,OUT018,3582.346051
FDP59,OUT035,1893.064868
FDU60,OUT017,2765.337275
NCC18,OUT019,747.9950563
DRJ39,OUT017,3335.787518
FDS07,OUT049,1889.009926
FDM08,OUT027,4672.970774
FDP51,OUT045,890.4039924
FDU16,OUT035,1520.165531
FDH12,OUT013,1722.736959
DRE48,OUT010,1085.586908
